about,b3_issuer_code,b3_listing_segment,b3_sector,b3_segment,b3_subsector,cnpj,controlling_interest,cvm_code,founding_date,is_b3_listed,is_foreign,is_state_owned,main_activity,name,trade_name,website
,ABCB,N2,Financeiro,Bancos,Intermediários Financeiros,28.195.667/0001-06,foreign,20958,1983-12-27,True,False,False,O Banco Tem Por Objeto A Prática de Operações Ativas. Passivas E Acessórias Inerentes às Respectivas Carteiras Autorizadas Pelo Banco Central Do Brasil.,Banco ABC Brasil S.A.,Banco ABC Brasil,http://www.abcbrasil.com.br
"A Springs foi fundada em 2006 como resultado da fusão da Coteminas, com sede no Brasil, e da Springs Industries, dos Estados Unidos. É líder no mercado de cama, mesa e banho, com operações no Brasil, Argentina e subsidiárias nos Estados Unidos. Desde 2009, a empresa atua diretamente no varejo monomarcas de cama, mesa e banho no Brasil, por meio da aquisição da MMartan. A empresa opera fábricas no Brasil e na Argentina que formam uma indústria integrada de fiação, tecelagem, preparação, tinturaria, estamparia, acabamento e confecção de produtos têxteis para o lar.",SGPS,NM,Consumo Cíclico,Fios e Tecidos,"Tecidos, Vestuário e Calçados",07.718.269/0001-57,private_holding,20966,2005-11-24,True,False,False,,Springs Global Participações S.A.,Springs,https://ri.springs.com
"A Multiplan é uma empresa de investimentos imobiliários especializada em shopping centers. Fundada em 1979 pelo economista José Isaac Peres, seu primeiro empreendimento foi o BH Shopping em Belo Horizonte, o primeiro shopping center de Minas Gerais. Desde 2007, a empresa tem capital aberto. Atualmente, a Multiplan é a terceira maior empresa do Brasil em área bruta locável e tem participação em 19 shopping centers e dois complexos comerciais, incluindo o Morumbi Shopping e o Diamond Mall, este último em copropriedade com o Atlético Mineiro.",MULT,N2,Financeiro,Exploração de Imóveis,Exploração de Imóveis,07.816.890/0001-53,private,20982,2005-12-30,True,False,False,Administração de Shopping Centers,Multiplan Empreendimentos Imobiliários S.A.,Multiplan,http://ri.multiplan.com.br/
"A Americanas S.A. é uma das maiores empresas varejistas do Brasil, com uma história que remonta a 1929, quando foi fundada em Niterói. A empresa é conhecida por oferecer uma grande variedade de produtos a preços acessíveis, com uma estratégia de varejo que inclui lojas físicas, comércio eletrônico e marketplace. A Americanas S.A. é controlada por um grupo de empresários que inclui Jorge Paulo Lemann, Marcel Herrmann Telles e Carlos Alberto Sicupira, e tem uma presença significativa em todo o país, com quatro centros de distribuição em diferentes regiões. A empresa tem enfrentado desafios recentes, incluindo a divulgação de passivos não reconhecidos e um pedido de recuperação judicial em 2023.",AMER,NM,Consumo Cíclico,Produtos Diversos,Comércio,00.776.574/0001-56,private,20990,2006-12-13,True,False,False,Comércio Varejista E Atacadista em Geral de Quaisquer Bens E Serviços Por Meio de Diversos Meios. em Especial. Da Internet E de Lojas Físicas. Sem Restrição A Outros Meios.,Americanas S.A.,Americanas,https://ri.americanas.io
,GSHP,,Financeiro,Exploração de Imóveis,Exploração de Imóveis,08.764.621/0001-53,private,21008,2006-03-06,True,False,False,Administração de Shopping Centers,General Shopping & Outlets do Brasil S.A.,General Shopping & Outlets,http://www.generalshopping.com.br
"A YDUQS é uma das maiores empresas de educação superior no Brasil, com uma longa história de atuação no mercado educacional. Com mais de 300 mil estudantes em 57 campi em todo o país, a YDUQS possui uma ampla oferta de cursos de graduação, pós-graduação e programas de extensão. Além disso, a empresa tem se destacado por sua atuação em inovação e tecnologia na educação, com investimentos em plataformas digitais, metodologias de ensino híbridas e outras iniciativas que visam tornar a educação mais acessível e eficiente. Através de aquisições estratégicas e uma visão empreendedora, a YDUQS tem se consolidado como uma referência no setor educacional brasileiro.",YDUQ,NM,Consumo Cíclico,Serviços Educacionais,Diversos,08.807.432/0001-10,private,21016,2007-03-31,True,False,False,Desenvolve Principalmente Nas áreas de Educação de Nível Superior. Nas Modalidades Presencial E A Distância. Educação Profissional E/ou Outras áreas Associadas à Educação.,YDUQS Participações S.A.,YDUQS,https://www.yduqs.com.br
,VOES,,Bens Industriais,Exploração de Rodovias,Transporte,02.415.408/0001-50,private,21024,1998-03-04,True,False,False,Concessão de Rodovias.,CONCESSIONARIA DE RODOVIAS DO OESTE DE SP-VIA OESTE SA,VIAOESTE,http://www.viaoeste.com.br
,ALGT,,Comunicações,Telecomunicações,Telecomunicações,71.208.516/0001-74,private_holding,21032,2004-01-01,True,False,False,Serviços de Telecomunicações em Geral,ALGAR TELECOM S/A,ALGAR TELEC,http://www.algartelecom.com.br
,SYNE,NM,Financeiro,Exploração de Imóveis,Exploração de Imóveis,08.801.621/0001-86,private,21040,2007-04-11,True,False,False,Incorporação de Empreendimentos Imobiliários,SYN Prop & Tech S.A.,SYN,http://www.ccpsa.com.br
,MDNE,NM,Consumo Cíclico,Incorporações,Construção Civil,12.049.631/0001-84,private,21067,1983-01-01,True,False,False,Compra E Venda de Imóveis. Locação. Desmembramento Ou Loteamento de Terrenos. incorporação Imobiliária Ou Construção de Imóveis Destinados à Venda. Participação em Outras sociedades.,Moura Dubeux Engenharia S.A.,Moura Dubeux,
,,,,,,08.937.002/0001-13,private,21075,2007-06-06,False,,False,,VISION SECURITIZADORA S.A.,VISION SECURITIZADORA,
"Dexco (anteriormente Duratex) é uma empresa brasileira que atua na fabricação de produtos de madeira, instalações sanitárias, louças e metais sanitários, revestimentos cerâmicos e pisos laminados. A empresa é controlada pela Itaúsa e Grupo Ligna e tem ações negociadas na Bolsa de Valores de São Paulo. Com aproximadamente 11.000 colaboradores, possui oito unidades industriais, sete localizadas no estado de São Paulo e uma no Rio Grande do Sul. Além disso, a empresa está presente em outros países, como Argentina, Estados Unidos e Europa, por meio de subsidiárias comerciais.",DXCO,NM,Materiais Básicos,Madeira,Madeira e Papel,97.837.181/0001-47,private,21091,1962-01-25,True,False,False,Fabricação. Comércio. Importação E Exportação de Produtos Derivados de Madeira. de Produtos de Metais E Materiais Cerâmicos,Dexco S.A.,Dexco,https://ri.dex.co/
,SULA,N2,Financeiro,Seguradoras,Previdência e Seguros,29.978.814/0001-87,private,21121,1978-03-13,True,False,False,A Sul América S.A. É Uma Sociedade de Participação E Suas Controladas Atuam Nos Setores de Seguros. Previdência Complementar. Administração de Recursos E Assistência à Saúde.,Sul América S.A.,SulAmérica,http://www.sulamerica.com.br
,TRIS,NM,Consumo Cíclico,Incorporações,Construção Civil,08.811.643/0001-27,private,21130,2007-04-01,True,False,False,Incorporadora E Construtora,Trisul S.A.,Trisul,http://www.trisul-sa.com.br/ri
"A Construtora Tenda é uma empresa brasileira fundada em Minas Gerais em 1969. A Tenda é considerada uma das maiores empresas com atuação em construções e incorporações do país, com foco na habitação popular de qualidade. A principal atuação da empresa é voltada para as faixas 1,5 e 2 do programa destinado às famílias de classe média baixa, o Minha Casa Minha Vida. A companhia implementou um modelo de negócios em 2013 que envolve lançamento contratado, venda repassada, método construtivo padronizado e venda em lojas próprias. Atualmente, a Construtora Tenda possui empreendimentos em oito regiões metropolitanas do Brasil.",TEND,NM,Consumo Cíclico,Incorporações,Construção Civil,71.476.527/0001-35,private,21148,1994-01-01,True,False,False,,Construtora Tenda S.A.,Construtora Tenda,https://ri.tenda.com
,JMCD,,Consumo não Cíclico,Alimentos Diversos,Alimentos Processados,14.998.371/0001-19,private,21156,1982-01-01,True,False,False,Industrialização de Massas Alimentícias. Farinhas. Misturas Para Bolo Domésticas. Biscoitos. Sobremesas E Derivados de Trigo.,J.MACEDO S/A,J.MACEDO,http://www.jmacedo.com.br
,NEXP,NM,Financeiro,Intermediação Imobiliária,Exploração de Imóveis,08.613.550/0001-98,private,21180,2007-01-16,True,False,False,Participação em Outras Sociedades Que Atuem No Setor Imobiliário.,Brasil Brokers Participações S.A.,Brasil Brokers,http://www.brbrokers.com.br
,BPAN,N1,Financeiro,Bancos,Intermediários Financeiros,59.285.411/0001-13,private,21199,1991-01-01,True,False,False,Banco Múltiplo Com Carteira Comercial,Banco PAN S.A.,Banco Pan,http://www.bancopan.com.br
,,,,,,32.681.371/0001-72,private,21202,2003-01-01,False,,False,,VIX LOGÍSTICA S/A,VIX LOGÍSTICA S/A,
"A Eneva é uma empresa brasileira integrada de energia que atua em diversos setores, como geração de energia elétrica, exploração e produção de petróleo e gás natural, e comercialização de energia elétrica. A empresa surgiu da fusão da MPX Energia e OGX Maranhão, ambas sociedades que pertenciam ao Grupo EBX, de Eike Batista. A empresa possui empreendimentos como o Complexo Termelétrico Parnaíba, Usina Termelétrica Porto de Sergipe I, Central Geradora Termelétrica Fortaleza e Usina Termétrica Jaguatirica II. A Eneva é controlada por acionistas como BTG Pactual, Cambuhy Investimentos, Dynamo e Partners Alpha.",ENEV,NM,Utilidade Pública,Energia Elétrica,Energia Elétrica,04.423.567/0001-21,private,21237,2001-04-25,True,False,False,Empresa de Recursos Naturais E de Geração de Energia Elétrica. Integração Vertical Na Geração de Energia Elétrica.,Eneva S.A.,Eneva,https://ri.eneva.com.br
,NUTR,MA,Materiais Básicos,Fertilizantes e Defensivos,Químicos,51.128.999/0001-90,private,21334,1979-01-01,True,False,False,Industria E Comércio de Fertilizantes Para Agricultura.,Nutriplant Indústria e Comércio S.A.,Nutriplant,https://ri.nutriplant.com.br/
"A OSX Brasil S.A. é uma empresa do grupo EBX que foi criada em 2009 com o objetivo de fornecer plataformas de petróleo e serviços navais para a OGX, empresa de exploração de petróleo que pertencia ao Grupo EBX na época. A empresa atua nas áreas de construção naval, leasing e serviços operacionais de navios. O primeiro estaleiro da OSX foi proposto para a cidade de Biguaçu, em Santa Catarina, mas acabou sendo construído no Superporto do Açu, no Rio de Janeiro. A empresa entrou em recuperação judicial em 2013 devido a problemas financeiros e cancelamento de encomendas da OGX.",OSXB,NM,"Petróleo, Gás e Biocombustíveis",Equipamentos e Serviços,"Petróleo, Gás e Biocombustíveis",09.112.685/0001-32,private_holding,21342,2007-07-03,True,False,False,Equipamentos E Serviços Para A Indústria Offshore de Petróleo E Gás Natural.,OSX Brasil S.A.,OSX Brasil,https://www.osx.com.br
,DIRR,NM,Consumo Cíclico,Incorporações,Construção Civil,16.614.075/0001-00,private,21350,1981-01-01,True,False,False,Incorporação. Construção E Comercialização de Imóveis Próprios Ou de Terceiros E Prestação de Serviços de Engenharia.,Direcional Engenharia S.A.,Direcional,http://www.direcional.com.br/ri
,GPAR,,Utilidade Pública,Energia Elétrica,Energia Elétrica,08.560.444/0001-93,state_owned_holding,21393,2006-12-04,True,False,True,Participação em Outras Sociedades Como Acionista Ou Sócio-cotista E. Ainda. A Explotação Direta Ou Indireta de Serviços de Energia Elétrica.,Companhia CELG de Participações S.A.,CELGPAR,http://ricelgpar.celggt.com/
"A Hypera Pharma é uma empresa farmacêutica brasileira líder em seu segmento, com sede em São Paulo e ações listadas na B3. A companhia atua em três unidades de negócio: consumer health, produtos de prescrição e similares & genéricos. Fundada em 2001 como Prátika Industrial, a empresa expandiu-se através de diversas aquisições e mudou seu nome para Hypermarcas S.A. em 2008, antes de se tornar Hypera Pharma em 2018. A empresa é conhecida por suas aquisições estratégicas, que a ajudaram a se tornar a maior anunciante do mercado publicitário brasileiro em 2017. A Hypera Pharma é uma das principais empresas farmacêuticas do Brasil e continua a crescer e expandir seus negócios.",HYPE,NM,Saúde,Medicamentos e Outros Produtos,Comércio e Distribuição,02.932.074/0001-91,private,21431,2002-01-01,True,False,False,Fabricacão de Medicamentos Alopáticos Para Uso Humano,Hypera S.A.,Hypera,https://ri.hypera.com.br
,VSTE,NM,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Comércio,49.669.856/0001-43,private,21440,1982-01-01,True,False,False,(a) Confecção de Produtos em Geral. Através de Terceiros; (b) Importação E Exportação; (c) Exploração de Comércio E Indústria de Confecção de Produtos em Geral.,RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS SA,LE LIS BLANC,http://www.lelis.com.br
,,,,,,62.307.848/0001-15,foreign,21466,1968-09-12,False,,False,,BANCO RCI BRASIL S.A.,CIA DE ARREND MERCANTIL RCI BRASIL,
"A Alupar é uma holding de controle nacional privado que atua nos segmentos de geração e transmissão de energia elétrica. Fundada em 2007, a empresa desenvolve e investe em projetos de geração e transmissão no Brasil, Colômbia e Peru. A Alupar possui 30 ativos de transmissão de energia, totalizando mais de 7 mil quilômetros de linhas de transmissão, e também atua no segmento de geração de energia elétrica por meio de UHEs, PCHs e parques eólicos. Com uma composição acionária dividida entre a Guarupart e o mercado, a Alupar está presente em diversos países da América Latina.",ALUP,N2,Utilidade Pública,Energia Elétrica,Energia Elétrica,08.364.948/0001-38,private,21490,2006-09-27,True,False,False,A Participação em Outras Sociedades Atuantes Nos Setores de Energia E Infra-estrutura. No Brasil Ou No Exterior; A Geração. Transformação. Transporte. A Distribuiçãoe O Comércio de Energia.,Alupar Investimento S.A.,Alupar,https://ri.alupar.com.br
,,,,,,09.439.783/0001-89,private,21512,2008-01-14,False,,False,,ÁQUILLA SECURITIZADORA SA,ÁQUILLA SECURITIZADORA SA,
